churn_id,customer_id,customer_segment,customer_country,customer_city,is_churned,churn_flag,churn_date,days_since_churn,churn_reason,churn_category,churn_risk_score,churn_probability,subscription_type,customer_age_months,total_spend_usd,avg_order_value_usd,num_purchases,satisfaction_score,satisfaction_level,support_tickets,returns_count,days_since_last_purchase,customer_lifetime_value_usd,engagement_level,prevention_method,support_interactions,last_support_channel,feedback_score,loyalty_score,marketing_emails_sent,marketing_emails_opened,marketing_emails_clicked,marketing_conversions,social_media_engagement,referral_count,is_high_risk_customer,predicted_churn,customer_retention_cost_usd,recovery_revenue_usd,dataset_year,churn_rate_indicator,customer_value_category,churn_risk_category,churn_revenue_impact_usd,customer_health_score,customer_health_category,retention_probability
CHURN-009776,CUST-043375,Consumer,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,35,0.35,None,27,5288.85,182.37,29,4,Satisfied,9,9,86,6549.86,Medium,Loyalty Points,2,Phone,9,57.0,35,26,8,6,Medium,7,No,No,132.11,132.33,2026,Low,Medium Value,Low,0.0,95,Excellent,0.65
CHURN-009777,CUST-001227,Premium,Saudi Arabia,Buraidah,No,0,Not Applicable,0,Not Applicable,Not Applicable,25,0.25,Premium,45,17008.55,414.84,41,5,Very Satisfied,8,9,206,20552.36,Medium,Feedback Request,4,Chat,7,32.3,21,0,13,7,Low,8,No,No,50.4,354.93,2026,Low,High Value,Low,0.0,100,Excellent,0.75
CHURN-009778,CUST-038182,Consumer,Germany,Munich,No,0,Not Applicable,0,Not Applicable,Not Applicable,56,0.56,None,55,4404.72,231.83,19,1,Very Dissatisfied,10,8,55,3991.84,Medium,None,5,Email,5,22.8,48,43,19,8,Medium,17,No,No,116.95,410.11,2026,Medium,Low Value,Medium,0.0,45,Fair,0.44
CHURN-009779,CUST-040388,Consumer,Mexico,Cancun,No,0,Not Applicable,0,Not Applicable,Not Applicable,28,0.28,Basic,42,31615.47,1859.73,17,2,Dissatisfied,5,3,328,40829.67,High,None,1,Store Visit,6,64.3,6,3,4,3,Low,19,No,No,115.04,86.76,2026,Low,High Value,Low,0.0,100,Excellent,0.72
CHURN-009780,CUST-011560,Consumer,Netherlands,Rotterdam,No,0,Not Applicable,0,Not Applicable,Not Applicable,20,0.2,Basic,12,21514.04,0.0,0,5,Very Satisfied,0,5,24,20103.11,Low,None,1,Store Visit,6,33.1,14,6,14,8,Low,19,No,No,113.43,142.51,2026,Low,High Value,Very Low,0.0,100,Excellent,0.8
CHURN-009781,CUST-031206,Enterprise,United Arab Emirates,Sharjah,No,0,Not Applicable,0,Not Applicable,Not Applicable,34,0.34,Enterprise,1,4940.97,126.69,39,4,Satisfied,0,4,62,4795.01,Low,None,4,Phone,10,52.3,37,15,26,5,Low,15,No,No,113.16,109.77,2026,Low,Low Value,Low,0.0,100,Excellent,0.66
CHURN-009782,CUST-018841,Consumer,Japan,Hiroshima,Yes,1,2026-01-19 00:00:00,73,Unhappy with Return Policy,Involuntary,63,0.63,None,38,43065.36,1163.93,37,5,Very Satisfied,7,2,162,35872.61,Low,Discount Offer,8,Email,1,64.5,29,24,22,1,None,10,No,No,49.65,183.94,2026,Medium,High Value,High,17226.144,100,Excellent,0.1
CHURN-009783,CUST-014676,Enterprise,Pakistan,Peshawar,Yes,1,2026-07-18 00:00:00,175,Account Issues,Involuntary,8,0.08,Enterprise,15,1479.63,41.1,36,3,Neutral,0,3,45,1251.1,Medium,None,2,Self-Service,7,45.8,8,1,2,2,Low,0,No,No,196.76,361.2,2026,Medium,Low Value,Very Low,591.8520000000002,100,Excellent,0.1
CHURN-009784,CUST-039027,Enterprise,Italy,Turin,No,0,Not Applicable,0,Not Applicable,Not Applicable,46,0.46,Enterprise,36,18185.46,3030.91,6,2,Dissatisfied,16,2,88,16823.83,High,None,3,Store Visit,9,23.0,15,14,12,3,High,7,No,No,126.23,118.02,2026,Low,High Value,Medium,0.0,100,Excellent,0.54
CHURN-009785,CUST-043227,Enterprise,Canada,Calgary,Yes,1,2026-12-15 00:00:00,120,Poor Customer Service,Involuntary,37,0.37,Enterprise,32,411.95,14.71,28,3,Neutral,14,6,52,418.87,Medium,Special Promotion,6,Phone,3,61.4,14,6,9,4,None,4,No,No,183.43,213.73,2026,Medium,Very Low Value,Low,164.78,100,Excellent,0.1
CHURN-009786,CUST-031186,Consumer,Australia,Sydney,Yes,1,2026-09-25 00:00:00,13,Poor Customer Service,Involuntary,49,0.49,None,12,45233.13,3769.43,12,4,Satisfied,19,9,7,37270.0,High,None,1,Email,8,95.8,21,20,8,5,Medium,6,No,No,68.25,64.01,2026,Medium,High Value,Medium,18093.252,100,Excellent,0.1
CHURN-009787,CUST-048794,Premium,Mexico,Monterrey,No,0,Not Applicable,0,Not Applicable,Not Applicable,23,0.23,Premium,14,4085.46,291.82,14,4,Satisfied,10,5,251,5000.77,High,None,2,Social Media,7,27.1,30,0,5,5,Medium,6,No,No,71.07,247.32,2026,Low,Low Value,Low,0.0,100,Excellent,0.77
CHURN-009788,CUST-042693,Consumer,Netherlands,Nijmegen,Yes,1,2026-05-10 00:00:00,127,Low Product Variety,Involuntary,64,0.64,Basic,42,1414.74,58.95,24,4,Satisfied,13,1,263,1487.45,Low,None,16,Phone,6,5.6,11,2,4,2,Low,13,No,No,154.94,95.48,2026,Medium,Low Value,High,565.8960000000002,100,Excellent,0.1
CHURN-009789,CUST-031956,Consumer,Australia,Wollongong,Yes,1,2026-05-05 00:00:00,162,Poor Customer Service,Involuntary,69,0.69,Basic,42,46667.07,1609.21,29,2,Dissatisfied,4,2,46,37460.63,Low,None,6,Social Media,4,94.9,5,4,2,2,Low,11,No,Yes,31.01,362.86,2026,Medium,High Value,High,18666.828,85,Excellent,0.1
CHURN-009790,CUST-002951,Premium,Netherlands,Amsterdam,Yes,1,2026-10-14 00:00:00,113,Unhappy with Return Policy,Involuntary,57,0.57,Premium,19,20510.35,554.33,37,3,Neutral,3,7,65,22598.43,Low,None,2,Store Visit,7,46.5,46,19,45,2,Medium,9,No,No,13.13,183.31,2026,Medium,High Value,Medium,8204.14,95,Excellent,0.1
CHURN-009791,CUST-047330,Premium,Netherlands,Breda,No,0,Not Applicable,0,Not Applicable,Not Applicable,53,0.53,Basic,21,361.55,19.03,19,2,Dissatisfied,3,2,291,302.27,Medium,None,2,Chat,6,33.2,44,10,44,9,Medium,10,No,No,74.1,368.48,2026,Medium,Very Low Value,Medium,0.0,85,Excellent,0.47
CHURN-009792,CUST-045076,Consumer,Brazil,Sao Paulo,Yes,1,2026-04-18 00:00:00,42,Shipping Issues,Involuntary,55,0.55,Basic,21,31844.22,5307.37,6,2,Dissatisfied,5,2,134,39292.89,Low,Loyalty Points,4,Store Visit,4,51.6,16,0,14,6,Low,19,No,No,15.34,499.02,2026,Medium,High Value,Medium,12737.688000000002,75,Good,0.1
CHURN-009793,CUST-047201,Enterprise,Australia,Perth,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Enterprise,30,1496.6,78.77,19,3,Neutral,10,5,40,1327.21,High,None,7,Self-Service,5,62.1,49,31,16,4,None,8,No,No,137.06,130.65,2026,Low,Low Value,Very Low,0.0,100,Excellent,1.0
CHURN-009794,CUST-021733,Consumer,United Kingdom,Leeds,Yes,1,2026-04-14 00:00:00,40,Too Expensive,Competitive,30,0.3,None,57,10973.98,0.0,0,3,Neutral,3,8,65,10004.56,High,Free Trial,4,Social Media,5,87.8,23,3,4,4,Low,18,No,No,130.14,80.81,2026,Medium,High Value,Low,4389.592000000001,90,Excellent,0.1
CHURN-009795,CUST-020747,Small Business,Netherlands,Amsterdam,Yes,1,2026-05-15 00:00:00,170,Technical Issues,Involuntary,36,0.36,Basic,15,35191.75,818.41,43,5,Very Satisfied,11,0,176,34696.15,High,Special Promotion,13,Phone,6,57.9,27,3,27,5,Low,13,No,No,63.15,66.53,2026,Medium,High Value,Low,14076.7,100,Excellent,0.1
CHURN-009796,CUST-049957,Enterprise,Mexico,Guadalajara,Yes,1,2026-10-27 00:00:00,2,Shipping Issues,Involuntary,80,0.8,Enterprise,37,30497.2,1793.95,17,1,Very Dissatisfied,11,9,67,39418.02,Medium,Customer Service Call,2,Store Visit,7,11.7,10,1,6,5,Low,6,Yes,Yes,59.7,441.69,2026,High,High Value,High,12198.88,65,Good,0.1
CHURN-009797,CUST-046691,Consumer,Brazil,Curitiba,No,0,Not Applicable,0,Not Applicable,Not Applicable,38,0.38,None,15,8425.45,175.53,48,4,Satisfied,2,1,1,7165.65,Low,Customer Service Call,5,Social Media,3,34.6,8,6,4,3,None,16,No,No,39.67,489.99,2026,Low,Medium Value,Low,0.0,100,Excellent,0.62
CHURN-009798,CUST-041851,Premium,United Kingdom,Leeds,No,0,Not Applicable,0,Not Applicable,Not Applicable,32,0.32,Premium,37,39281.96,1785.54,22,3,Neutral,12,0,30,47214.2,Medium,None,11,Self-Service,2,15.0,24,9,9,4,High,3,No,No,7.05,112.68,2026,Low,High Value,Low,0.0,100,Excellent,0.68
CHURN-009799,CUST-009202,Premium,Italy,Rome,Yes,1,2026-02-08 00:00:00,33,Too Expensive,Competitive,59,0.59,Premium,37,45116.06,1002.58,45,4,Satisfied,13,1,119,53035.45,Low,None,0,Store Visit,1,70.9,43,36,15,5,Low,6,No,No,179.26,400.77,2026,Medium,High Value,Medium,18046.424,100,Excellent,0.1
CHURN-009800,CUST-030093,Consumer,Spain,Valencia,No,0,Not Applicable,0,Not Applicable,Not Applicable,52,0.52,None,37,21619.81,982.72,22,5,Very Satisfied,7,3,125,18906.47,Low,None,8,Phone,2,75.9,24,16,19,6,Low,5,No,No,142.35,424.86,2026,Medium,High Value,Medium,0.0,100,Excellent,0.48
CHURN-009801,CUST-026515,Consumer,Japan,Sapporo,No,0,Not Applicable,0,Not Applicable,Not Applicable,17,0.17,Basic,59,12721.29,270.67,47,1,Very Dissatisfied,6,4,32,15849.44,Medium,None,8,Social Media,7,55.1,2,2,2,1,None,7,No,No,76.55,103.0,2026,Low,High Value,Very Low,0.0,75,Good,0.83
CHURN-009802,CUST-017124,Consumer,Italy,Florence,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Basic,15,7048.01,234.93,30,3,Neutral,2,1,34,8883.7,Medium,None,1,Self-Service,2,72.7,19,17,7,2,Medium,12,No,No,65.03,371.04,2026,Low,Medium Value,Very Low,0.0,100,Excellent,1.0
CHURN-009803,CUST-027452,Premium,Japan,Nagoya,No,0,Not Applicable,0,Not Applicable,Not Applicable,27,0.27,Premium,12,21998.79,523.78,42,5,Very Satisfied,17,7,48,24724.4,High,None,13,Chat,3,22.2,28,24,23,2,Low,17,No,No,34.53,110.84,2026,Low,High Value,Low,0.0,100,Excellent,0.73
CHURN-009804,CUST-041157,Consumer,Japan,Hiroshima,Yes,1,2026-05-23 00:00:00,75,Payment Problems,Involuntary,51,0.51,Basic,30,34525.0,767.22,45,3,Neutral,8,6,14,29575.49,Low,None,7,Phone,10,80.2,45,7,18,1,Low,18,No,No,84.09,76.84,2026,Medium,High Value,Medium,13810.0,100,Excellent,0.1
CHURN-009805,CUST-045408,Premium,Pakistan,Multan,No,0,Not Applicable,0,Not Applicable,Not Applicable,51,0.51,Premium,7,26496.21,3785.17,7,1,Very Dissatisfied,16,2,12,28872.73,High,None,17,Chat,3,5.2,46,6,28,5,None,11,No,No,195.22,7.97,2026,Medium,High Value,Medium,0.0,100,Excellent,0.49
CHURN-009806,CUST-045291,Premium,Brazil,Brasilia,No,0,Not Applicable,0,Not Applicable,Not Applicable,2,0.02,Basic,47,35428.07,1771.4,20,3,Neutral,3,0,81,42906.69,Medium,None,6,Social Media,5,15.7,23,10,4,3,Low,12,No,No,120.43,105.48,2026,Low,High Value,Very Low,0.0,100,Excellent,0.98
CHURN-009807,CUST-037169,Small Business,Saudi Arabia,Jeddah,No,0,Not Applicable,0,Not Applicable,Not Applicable,45,0.45,Premium,34,36989.55,12329.85,3,3,Neutral,9,7,40,30515.49,Low,Special Promotion,8,Social Media,1,93.5,36,12,29,9,Medium,11,No,No,178.01,178.71,2026,Low,High Value,Medium,0.0,100,Excellent,0.55
CHURN-009808,CUST-026550,Premium,Spain,Madrid,No,0,Not Applicable,0,Not Applicable,Not Applicable,92,0.92,Premium,12,17372.32,526.43,33,1,Very Dissatisfied,18,2,63,15880.57,Low,Customer Service Call,0,Chat,6,6.5,35,18,26,0,Medium,9,Yes,Yes,120.24,114.51,2026,Medium,High Value,Very High,0.0,55,Fair,0.08
CHURN-009809,CUST-033378,Small Business,Pakistan,Rawalpindi,No,0,Not Applicable,0,Not Applicable,Not Applicable,37,0.37,Basic,32,46239.53,1284.43,36,2,Dissatisfied,6,2,68,53782.25,High,Special Promotion,0,Store Visit,7,91.5,42,16,24,7,Low,3,No,No,118.74,315.37,2026,Low,High Value,Low,0.0,100,Excellent,0.63
CHURN-009810,CUST-044862,Consumer,United Kingdom,Liverpool,Yes,1,2026-02-14 00:00:00,100,No Longer Need Service,Voluntary,71,0.71,Basic,39,23522.81,11761.41,2,2,Dissatisfied,12,1,212,26167.47,High,None,4,Email,4,76.1,30,10,14,2,Low,18,Yes,Yes,171.44,449.16,2026,High,High Value,High,9409.124000000002,100,Excellent,0.1
CHURN-009811,CUST-036543,Enterprise,United Arab Emirates,Dubai,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Enterprise,10,15447.09,321.81,48,3,Neutral,9,3,19,19921.74,High,None,12,Social Media,4,35.9,41,27,3,2,None,6,No,No,197.54,247.24,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-009812,CUST-047609,Premium,Mexico,San Luis Potosi,Yes,1,2026-08-07 00:00:00,65,Better Price Elsewhere,Competitive,42,0.42,Basic,56,4748.62,110.43,43,3,Neutral,17,7,54,4215.92,High,None,18,Chat,5,93.8,46,23,42,3,Medium,4,No,No,10.21,340.34,2026,Medium,Low Value,Medium,1899.4479999999999,100,Excellent,0.1
CHURN-009813,CUST-033585,Enterprise,United States,Philadelphia,No,0,Not Applicable,0,Not Applicable,Not Applicable,30,0.3,Enterprise,18,18603.19,885.87,21,3,Neutral,18,0,75,18901.97,Medium,Discount Offer,4,Self-Service,10,62.4,1,0,0,0,Medium,19,No,No,126.94,218.84,2026,Low,High Value,Low,0.0,100,Excellent,0.7
CHURN-009814,CUST-003778,Small Business,Japan,Fukuoka,Yes,1,2026-06-19 00:00:00,64,Low Product Variety,Involuntary,70,0.7,Premium,43,48932.0,1482.79,33,1,Very Dissatisfied,14,1,72,60271.43,High,None,13,Phone,5,68.2,17,1,13,6,Low,17,No,Yes,139.38,145.78,2026,Medium,High Value,High,19572.8,80,Good,0.1
CHURN-009815,CUST-023951,Consumer,India,Pune,Yes,1,2026-10-05 00:00:00,111,Poor Customer Service,Involuntary,58,0.58,Premium,30,31773.96,2888.54,11,1,Very Dissatisfied,12,1,80,27253.07,Medium,None,13,Store Visit,4,86.7,6,2,5,0,High,3,No,No,137.76,115.22,2026,Medium,High Value,Medium,12709.583999999999,65,Good,0.1
CHURN-009816,CUST-011879,Premium,United Arab Emirates,Dubai,No,0,Not Applicable,0,Not Applicable,Not Applicable,15,0.15,Basic,36,6977.08,387.62,18,5,Very Satisfied,3,9,285,6353.09,High,None,4,Chat,2,82.6,31,23,14,3,Low,12,No,No,97.14,383.89,2026,Low,Medium Value,Very Low,0.0,100,Excellent,0.85
CHURN-009817,CUST-022098,Premium,Italy,Rome,Yes,1,2026-03-11 00:00:00,67,Technical Issues,Involuntary,83,0.83,Basic,21,25270.55,743.25,34,1,Very Dissatisfied,8,9,82,24405.44,Low,None,11,Self-Service,1,51.8,45,5,41,6,High,8,Yes,Yes,150.55,334.43,2026,High,High Value,Very High,10108.22,55,Fair,0.1
CHURN-009818,CUST-031382,Small Business,Pakistan,Karachi,Yes,1,2026-01-21 00:00:00,112,Better Price Elsewhere,Competitive,34,0.34,None,10,28790.94,1693.58,17,4,Satisfied,18,2,44,27619.81,Medium,None,11,Phone,8,56.1,7,1,7,7,Low,11,No,No,48.6,373.16,2026,Medium,High Value,Low,11516.376,100,Excellent,0.1
CHURN-009819,CUST-040507,Consumer,Brazil,Rio de Janeiro,No,0,Not Applicable,0,Not Applicable,Not Applicable,24,0.24,None,43,37635.36,2509.02,15,3,Neutral,16,1,7,32384.18,Medium,None,3,Social Media,4,8.3,45,19,30,8,None,0,No,No,95.62,270.36,2026,Low,High Value,Low,0.0,95,Excellent,0.76
CHURN-009820,CUST-035632,Enterprise,Brazil,Recife,Yes,1,2026-06-16 00:00:00,154,Poor Customer Service,Involuntary,57,0.57,Premium,59,48300.98,1509.41,32,2,Dissatisfied,13,7,2,47274.28,High,None,10,Store Visit,9,32.4,27,25,3,0,Low,2,No,No,136.02,272.37,2026,Medium,High Value,Medium,19320.392000000003,100,Excellent,0.1
CHURN-009821,CUST-000107,Consumer,Singapore,Singapore,Yes,1,2026-09-01 00:00:00,141,Poor Product Quality,Involuntary,89,0.89,None,4,36091.32,1899.54,19,3,Neutral,12,8,73,46560.95,Low,Customer Service Call,9,Email,4,14.7,9,9,8,8,Low,8,Yes,Yes,18.49,409.51,2026,High,High Value,Very High,14436.528,65,Good,0.1
CHURN-009822,CUST-029017,Small Business,United Kingdom,Manchester,No,0,Not Applicable,0,Not Applicable,Not Applicable,44,0.44,Basic,9,35872.23,1708.2,21,5,Very Satisfied,0,1,35,41741.25,Low,None,4,Self-Service,2,13.2,16,10,1,0,High,3,No,No,85.93,237.7,2026,Low,High Value,Medium,0.0,100,Excellent,0.56
CHURN-009823,CUST-022150,Consumer,United Arab Emirates,Abu Dhabi,No,0,Not Applicable,0,Not Applicable,Not Applicable,45,0.45,None,31,39502.65,1067.64,37,3,Neutral,8,7,24,39763.68,Low,None,11,Self-Service,5,19.2,1,1,0,0,Medium,5,No,No,115.28,415.19,2026,Low,High Value,Medium,0.0,85,Excellent,0.55
CHURN-009824,CUST-031049,Premium,Saudi Arabia,Riyadh,Yes,1,2026-08-12 00:00:00,69,Too Expensive,Competitive,84,0.84,Premium,35,4959.21,381.48,13,2,Dissatisfied,15,6,202,5316.86,Medium,None,15,Email,7,98.7,48,10,8,3,Medium,1,Yes,Yes,109.26,273.39,2026,High,Low Value,Very High,1983.684,85,Excellent,0.1
CHURN-009825,CUST-016343,Premium,Netherlands,Nijmegen,No,0,Not Applicable,0,Not Applicable,Not Applicable,31,0.31,Basic,7,43960.91,1072.22,41,2,Dissatisfied,1,0,6,43646.76,High,Special Promotion,4,Social Media,4,47.1,20,18,5,5,Low,13,No,No,162.51,122.65,2026,Low,High Value,Low,0.0,100,Excellent,0.69
CHURN-009826,CUST-025039,Consumer,Italy,Palermo,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Basic,26,11842.77,845.91,14,4,Satisfied,8,1,46,14284.85,Medium,None,11,Social Media,4,0.8,4,2,4,2,Medium,5,No,No,190.33,266.89,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-009827,CUST-010907,Consumer,United States,San Antonio,Yes,1,2026-07-16 00:00:00,69,Poor Product Quality,Involuntary,74,0.74,None,28,17692.71,1360.98,13,1,Very Dissatisfied,12,5,107,21607.03,High,None,9,Self-Service,4,48.1,39,21,17,4,None,18,Yes,Yes,46.82,395.29,2026,High,High Value,High,7077.084,50,Fair,0.1
CHURN-009828,CUST-011718,Premium,Canada,Ottawa,Yes,1,2026-05-14 00:00:00,109,Found Alternative,Competitive,58,0.58,Premium,4,15833.9,931.41,17,1,Very Dissatisfied,11,7,64,15945.48,High,Feedback Request,2,Social Media,6,21.3,11,9,3,1,Medium,7,No,No,134.66,252.91,2026,Medium,High Value,Medium,6333.56,80,Good,0.1
CHURN-009829,CUST-015972,Consumer,Brazil,Belo Horizonte,No,0,Not Applicable,0,Not Applicable,Not Applicable,44,0.44,Basic,29,16595.04,16595.04,1,4,Satisfied,14,8,74,18619.71,High,None,7,Self-Service,9,25.5,21,21,19,0,None,5,No,No,94.05,117.26,2026,Low,High Value,Medium,0.0,100,Excellent,0.56
CHURN-009830,CUST-005446,Consumer,Italy,Florence,Yes,1,2026-11-15 00:00:00,44,Too Expensive,Competitive,70,0.7,Basic,55,1459.71,41.71,35,2,Dissatisfied,7,3,274,1443.24,Low,Discount Offer,5,Chat,4,44.7,39,20,0,0,High,13,No,Yes,176.14,269.25,2026,Medium,Low Value,High,583.884,75,Good,0.1
CHURN-009831,CUST-032560,Consumer,Canada,Edmonton,Yes,1,2026-04-30 00:00:00,45,Too Expensive,Competitive,90,0.9,Basic,53,28859.79,2219.98,13,2,Dissatisfied,17,8,2,27013.49,Low,None,15,Store Visit,2,96.3,4,1,0,0,Low,17,Yes,Yes,193.68,132.86,2026,High,High Value,Very High,11543.916,95,Excellent,0.1
CHURN-009832,CUST-008665,Small Business,India,Ahmedabad,No,0,Not Applicable,0,Not Applicable,Not Applicable,38,0.38,None,31,27819.43,3477.43,8,3,Neutral,3,1,95,23450.88,Low,None,5,Email,3,85.5,29,5,3,1,None,16,No,No,20.91,64.47,2026,Low,High Value,Low,0.0,65,Good,0.62
CHURN-009833,CUST-049760,Consumer,United States,Philadelphia,Yes,1,2026-04-21 00:00:00,169,Poor Product Quality,Involuntary,11,0.11,None,36,40594.12,1159.83,35,5,Very Satisfied,0,7,35,41073.99,Medium,None,0,Self-Service,8,52.1,48,47,10,6,Low,8,No,No,125.84,404.09,2026,Medium,High Value,Very Low,16237.648,100,Excellent,0.1
CHURN-009834,CUST-018331,Consumer,Australia,Wollongong,Yes,1,2026-01-01 00:00:00,166,Poor Customer Service,Involuntary,59,0.59,Basic,13,42682.79,1524.39,28,1,Very Dissatisfied,12,9,61,43018.82,Medium,Free Trial,6,Store Visit,7,96.0,18,12,2,1,None,4,No,No,12.03,31.58,2026,Medium,High Value,Medium,17073.116,65,Good,0.1
CHURN-009835,CUST-004684,Consumer,Japan,Nagoya,No,0,Not Applicable,0,Not Applicable,Not Applicable,49,0.49,Basic,47,9093.7,909.37,10,3,Neutral,17,5,148,11037.85,Low,Loyalty Points,18,Chat,9,28.9,6,4,6,1,None,1,No,No,85.61,249.33,2026,Low,Medium Value,Medium,0.0,95,Excellent,0.51
CHURN-009836,CUST-043075,Consumer,Italy,Milan,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Premium,5,6509.58,542.47,12,3,Neutral,4,0,35,6959.25,High,None,6,Social Media,3,11.7,8,3,0,0,High,19,No,No,100.54,192.57,2026,Low,Medium Value,Very Low,0.0,100,Excellent,1.0
CHURN-009837,CUST-042971,Small Business,Japan,Hiroshima,No,0,Not Applicable,0,Not Applicable,Not Applicable,47,0.47,Basic,13,438.91,19.95,22,3,Neutral,15,5,43,353.44,Low,Customer Service Call,9,Chat,9,94.9,35,25,21,9,Low,9,No,No,0.78,256.45,2026,Low,Very Low Value,Medium,0.0,100,Excellent,0.53
CHURN-009838,CUST-007643,Consumer,Spain,Murcia,Yes,1,2026-03-22 00:00:00,150,Technical Issues,Involuntary,16,0.16,None,50,22454.41,575.75,39,4,Satisfied,9,4,71,25590.12,High,None,7,Chat,4,22.7,20,17,2,2,Low,0,No,No,14.8,167.55,2026,Medium,High Value,Very Low,8981.764000000001,100,Excellent,0.1
CHURN-009839,CUST-040240,Consumer,Pakistan,Multan,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Premium,29,43295.62,941.21,46,5,Very Satisfied,8,2,6,42778.64,High,None,9,Store Visit,3,47.9,36,9,9,0,Medium,1,No,No,143.72,298.25,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-009840,CUST-038933,Consumer,Singapore,Singapore,Yes,1,2026-08-27 00:00:00,146,Payment Problems,Involuntary,53,0.53,Basic,3,37130.01,863.49,43,3,Neutral,16,6,75,30939.08,High,None,7,Social Media,7,5.8,22,9,6,4,Medium,17,No,No,143.27,133.22,2026,Medium,High Value,Medium,14852.003999999999,100,Excellent,0.1
CHURN-009841,CUST-035175,Consumer,Saudi Arabia,Khobar,No,0,Not Applicable,0,Not Applicable,Not Applicable,36,0.36,None,58,43282.89,1731.32,25,5,Very Satisfied,19,7,41,46034.76,High,None,20,Self-Service,9,54.8,29,22,16,3,Medium,2,No,No,139.61,351.53,2026,Low,High Value,Low,0.0,100,Excellent,0.64
CHURN-009842,CUST-047625,Consumer,France,Nice,No,0,Not Applicable,0,Not Applicable,Not Applicable,63,0.63,Basic,27,19700.01,9850.0,2,1,Very Dissatisfied,11,7,262,17790.66,Medium,None,14,Self-Service,10,23.2,5,1,3,2,None,16,No,No,196.85,218.12,2026,Medium,High Value,High,0.0,65,Good,0.37
CHURN-009843,CUST-020675,Consumer,India,Pune,No,0,Not Applicable,0,Not Applicable,Not Applicable,18,0.18,Basic,58,13422.95,344.18,39,3,Neutral,2,8,263,17348.0,High,None,4,Email,7,97.6,16,15,9,8,Low,2,No,No,109.09,220.51,2026,Low,High Value,Very Low,0.0,100,Excellent,0.82
CHURN-009844,CUST-048348,Premium,Spain,Bilbao,Yes,1,2026-12-17 00:00:00,76,Too Expensive,Competitive,58,0.58,Premium,35,10854.39,226.13,48,3,Neutral,14,4,48,11782.37,Low,None,1,Store Visit,6,62.2,17,7,14,0,Medium,2,No,No,125.53,228.75,2026,Medium,High Value,Medium,4341.755999999999,100,Excellent,0.1
CHURN-009845,CUST-038613,Consumer,Saudi Arabia,Riyadh,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Premium,21,9229.56,200.64,46,4,Satisfied,6,2,50,8447.6,Medium,Customer Service Call,0,Chat,6,82.6,49,34,38,6,None,1,No,No,117.12,492.84,2026,Low,Medium Value,Very Low,0.0,100,Excellent,1.0
CHURN-009846,CUST-040627,Premium,Saudi Arabia,Jeddah,No,0,Not Applicable,0,Not Applicable,Not Applicable,14,0.14,Premium,10,37837.02,879.93,43,5,Very Satisfied,18,0,19,31181.7,High,Free Trial,11,Social Media,9,30.9,31,2,20,6,Low,5,No,No,112.58,481.69,2026,Low,High Value,Very Low,0.0,100,Excellent,0.86
CHURN-009847,CUST-014585,Premium,Spain,Barcelona,No,0,Not Applicable,0,Not Applicable,Not Applicable,11,0.11,Premium,52,11380.31,11380.31,1,3,Neutral,7,8,15,10100.56,Medium,None,1,Social Media,7,47.3,12,12,4,1,None,0,No,No,124.79,100.27,2026,Low,High Value,Very Low,0.0,100,Excellent,0.89
CHURN-009848,CUST-042941,Premium,United States,New York,No,0,Not Applicable,0,Not Applicable,Not Applicable,29,0.29,Premium,32,17391.79,915.36,19,4,Satisfied,12,7,50,16063.37,Medium,None,5,Self-Service,8,40.6,16,1,16,7,None,0,No,No,137.3,282.37,2026,Low,High Value,Low,0.0,100,Excellent,0.71
CHURN-009849,CUST-015933,Enterprise,Pakistan,Rawalpindi,Yes,1,2026-08-18 00:00:00,167,Poor Product Quality,Involuntary,32,0.32,Enterprise,46,43643.31,1363.85,32,4,Satisfied,10,3,137,55341.53,Low,None,3,Email,5,16.2,26,25,15,4,None,12,No,No,105.53,58.44,2026,Medium,High Value,Low,17457.324,100,Excellent,0.1
CHURN-009850,CUST-009945,Enterprise,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Enterprise,22,30280.17,2752.74,11,3,Neutral,1,5,37,29479.02,Medium,None,5,Phone,6,62.8,6,4,6,1,None,13,No,No,158.36,63.19,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-009851,CUST-012150,Consumer,Germany,Cologne,Yes,1,2026-08-24 00:00:00,69,Shipping Issues,Involuntary,31,0.31,Basic,26,34655.11,1650.24,21,4,Satisfied,13,6,72,43466.27,Medium,None,3,Chat,2,92.8,18,11,18,6,None,17,No,No,114.46,172.13,2026,Medium,High Value,Low,13862.044000000002,100,Excellent,0.1
