customer_id,churn_flag,customer_segment,customer_age_months,satisfaction_score,engagement_level,support_tickets,support_interactions,returns_count,days_since_last_purchase,purchase_recency_group,customer_lifetime_value_usd,total_spend_usd,avg_order_value_usd,num_purchases,churn_reason,churn_revenue_impact_usd,customer_country
CUST-044742,1,Small Business,5,1,Low,18,22,9,350,271-365 days,51292.95,40825.97,2148.74,19,No Longer Need Service,16330.388,United States
CUST-042046,0,Small Business,25,5,High,12,3,5,272,271-365 days,25732.05,26326.54,2632.65,10,Not Applicable,0.0,Singapore
CUST-042992,1,Consumer,21,5,High,17,18,9,18,0-30 days,43847.88,42964.46,1047.91,41,Technical Issues,17185.784,United States
CUST-026063,0,Small Business,16,4,High,13,9,5,46,31-60 days,9753.93,7779.5,3889.75,2,Not Applicable,0.0,Canada
CUST-032436,1,Premium,21,3,High,4,2,7,4,0-30 days,36728.36,35702.55,1487.61,24,Too Expensive,14281.020000000002,Japan
CUST-018682,1,Small Business,28,1,Low,19,7,7,45,31-60 days,39515.33,46965.22,9393.04,5,Poor Customer Service,18786.088,Netherlands
CUST-015592,1,Consumer,27,1,Medium,14,3,7,233,181-270 days,35339.53,34165.44,833.3,41,Poor Product Quality,13666.176000000001,Germany
CUST-011966,0,Consumer,3,5,Low,0,3,1,75,61-90 days,4760.41,4333.36,188.41,23,Not Applicable,0.0,United Arab Emirates
CUST-038107,0,Premium,23,3,High,16,2,5,322,271-365 days,12978.42,14652.68,1628.08,9,Not Applicable,0.0,France
CUST-031772,1,Small Business,50,1,High,9,8,6,7,0-30 days,7364.87,7650.95,695.54,11,Shipping Issues,3060.38,Pakistan
CUST-021001,1,Consumer,5,1,High,12,12,7,2,0-30 days,47134.55,40857.88,2042.89,20,Payment Problems,16343.152,Singapore
CUST-028334,0,Premium,27,4,Low,13,5,5,109,91-180 days,37135.95,30964.22,1548.21,20,Not Applicable,0.0,Germany
CUST-032392,0,Small Business,11,5,Low,5,4,3,83,61-90 days,35910.28,35550.93,1545.69,23,Not Applicable,0.0,India
CUST-036438,0,Small Business,8,5,High,14,12,4,243,181-270 days,22308.88,18597.97,422.68,44,Not Applicable,0.0,Brazil
CUST-047167,1,Enterprise,58,5,Medium,8,2,8,17,0-30 days,11021.75,13636.28,389.61,35,Account Issues,5454.5120000000015,Netherlands
CUST-015276,0,Consumer,26,2,High,9,6,6,8,0-30 days,16613.6,13138.92,1094.91,12,Not Applicable,0.0,United States
CUST-030423,0,Small Business,44,2,High,2,5,4,237,181-270 days,29369.87,30990.81,3099.08,10,Not Applicable,0.0,United Kingdom
CUST-042959,1,Small Business,7,1,Medium,17,14,2,73,61-90 days,54156.35,44967.99,1215.35,37,Shipping Issues,17987.196,Saudi Arabia
CUST-044451,0,Consumer,35,4,Low,2,1,6,52,31-60 days,16531.98,15028.73,313.1,48,Not Applicable,0.0,Netherlands
CUST-005906,1,Consumer,54,3,Low,9,9,6,57,31-60 days,3931.3,4817.0,112.02,43,Poor Customer Service,1926.8,Pakistan
CUST-014765,1,Consumer,38,3,Low,18,1,9,58,31-60 days,52937.82,49359.37,7051.34,7,Poor Customer Service,19743.748000000003,Mexico
CUST-007734,0,Consumer,11,4,Medium,0,1,7,88,61-90 days,7182.99,8573.83,214.35,40,Not Applicable,0.0,Pakistan
CUST-040635,0,Consumer,7,4,Medium,6,2,6,39,31-60 days,25959.89,23406.41,3901.07,6,Not Applicable,0.0,Japan
CUST-015702,1,Premium,39,2,Medium,18,10,3,171,91-180 days,30793.91,37710.56,1714.12,22,Shipping Issues,15084.223999999998,Pakistan
CUST-040248,0,Premium,59,3,Medium,7,2,0,140,91-180 days,16486.37,20227.93,2247.55,9,Not Applicable,0.0,Singapore
CUST-016495,1,Consumer,38,2,Medium,14,13,6,4,0-30 days,2053.11,2164.59,58.5,37,Better Price Elsewhere,865.8360000000001,Japan
CUST-035883,0,Enterprise,8,2,High,17,6,5,181,181-270 days,10887.7,10420.89,274.23,38,Not Applicable,0.0,Italy
CUST-021168,1,Enterprise,19,1,Low,7,3,1,75,61-90 days,36396.79,33638.15,715.71,47,Too Expensive,13455.260000000002,Spain
CUST-022875,0,Consumer,39,3,Medium,15,12,0,238,181-270 days,29977.99,30095.88,1074.85,28,Not Applicable,0.0,India
CUST-045742,0,Small Business,18,5,Low,10,14,1,12,0-30 days,1066.48,1093.53,45.56,24,Not Applicable,0.0,Canada
CUST-002081,1,Consumer,17,2,High,8,10,7,293,271-365 days,11461.04,12983.77,4327.92,3,Account Issues,5193.508000000002,India
CUST-030130,1,Consumer,37,5,Medium,11,11,9,214,181-270 days,31426.62,30296.61,1122.1,27,Better Price Elsewhere,12118.643999999998,Spain
CUST-025840,1,Consumer,41,2,Low,17,3,0,64,61-90 days,46029.58,39851.6,1532.75,26,Poor Product Quality,15940.64,Spain
CUST-025193,0,Premium,11,1,Medium,19,3,5,85,61-90 days,9851.8,11781.52,240.44,49,Not Applicable,0.0,Singapore
CUST-008550,0,Small Business,25,5,High,7,9,5,17,0-30 days,40419.86,43469.29,965.98,45,Not Applicable,0.0,Singapore
CUST-042014,0,Consumer,33,5,High,10,10,0,22,0-30 days,20267.28,25100.96,512.26,49,Not Applicable,0.0,United Arab Emirates
CUST-008691,1,Premium,22,2,Low,2,2,1,50,31-60 days,20060.99,19895.97,1326.4,15,Poor Product Quality,7958.388000000001,Italy
CUST-001393,0,Enterprise,54,5,Low,11,4,6,266,181-270 days,36584.31,29136.54,633.4,46,Not Applicable,0.0,Japan
CUST-004098,1,Consumer,49,3,High,14,15,4,352,271-365 days,41796.18,38063.59,9515.9,4,Shipping Issues,15225.436000000003,Japan
CUST-013849,1,Consumer,35,2,Medium,12,0,3,38,31-60 days,6511.15,5242.24,0.0,0,Poor Customer Service,2096.896,Singapore
CUST-012486,0,Consumer,19,4,Medium,0,4,7,78,61-90 days,52246.87,42322.96,7053.83,6,Not Applicable,0.0,Pakistan
CUST-013245,0,Consumer,51,3,High,12,11,7,82,61-90 days,6040.7,6574.15,205.44,32,Not Applicable,0.0,Italy
CUST-039696,1,Premium,53,1,Low,17,2,6,119,91-180 days,5066.52,4909.22,4909.22,1,Better Price Elsewhere,1963.688,France
CUST-027249,0,Consumer,5,5,High,16,2,5,29,0-30 days,31149.95,34854.95,1056.21,33,Not Applicable,0.0,France
CUST-024314,0,Consumer,45,3,Low,12,14,2,113,91-180 days,13068.77,14572.73,316.8,46,Not Applicable,0.0,Pakistan
CUST-023190,0,Consumer,2,5,Low,13,17,0,210,181-270 days,36509.33,41388.05,2069.4,20,Not Applicable,0.0,Spain
CUST-009371,0,Consumer,38,3,High,9,2,2,46,31-60 days,28777.2,34620.61,1573.66,22,Not Applicable,0.0,United Arab Emirates
CUST-023444,0,Premium,11,4,Low,16,12,6,8,0-30 days,29989.7,24422.36,6105.59,4,Not Applicable,0.0,Mexico
CUST-024074,1,Consumer,38,3,Low,9,1,9,179,91-180 days,11187.17,10514.81,375.53,28,Poor Customer Service,4205.924,India
CUST-031324,1,Consumer,13,3,Low,16,17,3,67,61-90 days,10937.18,11982.45,748.9,16,Found Alternative,4792.980000000001,Japan
CUST-012873,0,Consumer,44,1,Medium,11,15,3,52,31-60 days,38408.65,34191.79,1139.73,30,Not Applicable,0.0,United States
CUST-019211,1,Premium,53,2,Low,14,14,0,82,61-90 days,18266.29,15503.6,3875.9,4,Shipping Issues,6201.440000000001,Italy
CUST-002609,0,Small Business,30,5,Medium,14,4,9,77,61-90 days,54790.76,42414.46,4712.72,9,Not Applicable,0.0,United States
CUST-046299,0,Consumer,29,1,Medium,11,5,1,14,0-30 days,615.13,727.29,26.94,27,Not Applicable,0.0,Brazil
CUST-049142,0,Consumer,10,1,High,4,1,5,87,61-90 days,18947.91,19461.63,19461.63,1,Not Applicable,0.0,Saudi Arabia
CUST-039727,0,Small Business,29,5,Medium,1,3,3,11,0-30 days,50059.21,48347.41,2685.97,18,Not Applicable,0.0,Netherlands
CUST-036718,1,Premium,41,1,Medium,11,10,2,48,31-60 days,19489.96,19694.6,401.93,49,Better Price Elsewhere,7877.84,Germany
CUST-045365,0,Consumer,14,5,Medium,8,10,1,5,0-30 days,7056.43,8487.9,707.32,12,Not Applicable,0.0,United Kingdom
CUST-022106,0,Enterprise,35,5,Medium,1,2,1,59,31-60 days,55230.01,48033.06,1715.47,28,Not Applicable,0.0,United Arab Emirates
CUST-025391,0,Small Business,27,3,Medium,19,21,9,100,91-180 days,22678.94,17864.28,482.82,37,Not Applicable,0.0,France
CUST-005915,0,Small Business,15,4,Low,5,5,1,17,0-30 days,15806.86,16280.39,346.39,47,Not Applicable,0.0,United States
CUST-026539,0,Consumer,2,5,Medium,16,12,3,80,61-90 days,10267.69,9104.82,325.17,28,Not Applicable,0.0,United Kingdom
CUST-004965,1,Premium,52,1,Low,2,0,8,148,91-180 days,47576.17,40220.06,20110.03,2,Better Price Elsewhere,16088.024,Germany
CUST-000481,0,Premium,50,4,Medium,5,1,4,67,61-90 days,41104.42,49107.56,1534.61,32,Not Applicable,0.0,Saudi Arabia
CUST-027118,1,Premium,29,2,Low,3,2,4,54,31-60 days,47349.61,41832.18,2460.72,17,Low Product Variety,16732.872,Mexico
CUST-006118,1,Consumer,25,2,High,11,6,7,80,61-90 days,31402.33,31763.31,0.0,0,Account Issues,12705.324,United Arab Emirates
CUST-032601,0,Consumer,25,5,High,6,0,3,91,91-180 days,53154.93,46917.15,4691.72,10,Not Applicable,0.0,Spain
CUST-017354,0,Enterprise,10,3,Medium,17,12,5,351,271-365 days,6077.19,6358.17,151.38,42,Not Applicable,0.0,Mexico
CUST-018286,0,Consumer,35,3,Medium,4,3,7,248,181-270 days,47578.23,44034.66,2590.27,17,Not Applicable,0.0,Canada
CUST-000915,1,Consumer,54,2,Low,0,3,6,170,91-180 days,22998.86,20621.32,429.61,48,Poor Customer Service,8248.528,Australia
CUST-010656,0,Small Business,10,2,Medium,2,6,8,349,271-365 days,50130.12,40344.26,0.0,0,Not Applicable,0.0,Singapore
CUST-026478,0,Consumer,24,5,Low,15,9,5,282,271-365 days,12108.78,10227.39,243.51,42,Not Applicable,0.0,Mexico
CUST-006173,0,Consumer,3,2,Low,5,2,1,129,91-180 days,12754.59,11494.37,2298.87,5,Not Applicable,0.0,India
CUST-008293,0,Small Business,5,5,Low,4,3,5,19,0-30 days,12072.42,13627.18,296.24,46,Not Applicable,0.0,United Kingdom
CUST-042244,0,Premium,58,3,High,19,0,1,16,0-30 days,25564.46,23759.99,660.0,36,Not Applicable,0.0,Singapore
CUST-020951,0,Consumer,56,5,High,16,3,2,16,0-30 days,17818.06,18327.37,381.82,48,Not Applicable,0.0,Australia
CUST-024095,0,Small Business,3,2,High,14,18,8,37,31-60 days,45751.66,35954.99,7191.0,5,Not Applicable,0.0,France
CUST-013006,0,Enterprise,47,1,High,11,6,9,54,31-60 days,17617.08,14970.37,748.52,20,Not Applicable,0.0,Germany
CUST-018355,1,Small Business,12,5,Medium,7,5,7,68,61-90 days,22869.96,24872.5,1913.27,13,Poor Customer Service,9949.0,Canada
CUST-024634,0,Consumer,16,4,High,10,4,5,120,91-180 days,32295.08,30427.55,1217.1,25,Not Applicable,0.0,Italy
CUST-015701,1,Consumer,24,1,Medium,6,0,6,215,181-270 days,33723.08,36433.84,867.47,42,Found Alternative,14573.536,Netherlands
CUST-003644,1,Consumer,1,5,High,17,12,3,30,0-30 days,39862.18,44740.77,2130.51,21,Poor Customer Service,17896.308,Japan
CUST-023794,0,Premium,49,5,High,8,5,2,26,0-30 days,37367.2,34028.65,1790.98,19,Not Applicable,0.0,Germany
CUST-025347,1,Enterprise,7,2,Low,6,9,5,33,31-60 days,48592.9,42010.78,14003.59,3,Found Alternative,16804.311999999998,United Arab Emirates
CUST-013844,1,Premium,8,1,High,2,5,9,26,0-30 days,31639.79,36694.99,5242.14,7,Better Price Elsewhere,14677.996,United Arab Emirates
CUST-037753,1,Consumer,30,4,High,11,11,9,263,181-270 days,40739.48,41271.1,4127.11,10,Found Alternative,16508.44,Spain
CUST-028711,0,Consumer,30,2,High,18,5,6,54,31-60 days,45054.08,49230.77,49230.77,1,Not Applicable,0.0,Mexico
CUST-015853,1,Small Business,52,1,Medium,13,2,1,80,61-90 days,25870.13,28900.05,2064.29,14,Poor Product Quality,11560.02,Singapore
CUST-001980,0,Consumer,43,4,Low,11,0,8,37,31-60 days,26992.45,21607.03,771.68,28,Not Applicable,0.0,Australia
CUST-023577,0,Consumer,29,2,Medium,6,3,2,1,0-30 days,31842.71,39745.86,1169.0,34,Not Applicable,0.0,Singapore
CUST-040114,0,Consumer,28,2,High,9,7,6,37,31-60 days,40942.21,46739.64,2921.23,16,Not Applicable,0.0,Italy
CUST-045230,0,Premium,3,4,Low,5,0,8,74,61-90 days,8716.05,9509.35,559.37,17,Not Applicable,0.0,Canada
CUST-047642,1,Enterprise,9,5,Low,18,8,0,291,271-365 days,41318.48,47389.35,2632.74,18,Poor Customer Service,18955.74,Canada
CUST-043654,1,Premium,21,1,High,3,5,1,88,61-90 days,60550.39,49766.57,1555.21,32,Poor Customer Service,19906.628,Italy
CUST-030169,0,Consumer,54,3,Medium,15,9,5,34,31-60 days,1216.52,1347.75,224.62,6,Not Applicable,0.0,Spain
CUST-048333,0,Consumer,56,4,High,17,13,5,197,181-270 days,49059.0,41182.54,3167.89,13,Not Applicable,0.0,France
CUST-018429,1,Consumer,5,1,High,12,3,9,361,271-365 days,42237.24,32937.26,686.19,48,Poor Customer Service,13174.904000000002,United States
CUST-014178,0,Small Business,21,4,Medium,10,5,7,56,31-60 days,15755.82,14190.84,322.52,44,Not Applicable,0.0,Spain
CUST-042608,0,Consumer,17,4,Medium,19,17,4,92,91-180 days,14869.68,14766.67,335.61,44,Not Applicable,0.0,Italy
CUST-037488,0,Consumer,19,3,Medium,7,4,2,73,61-90 days,6437.21,5436.19,120.8,45,Not Applicable,0.0,United Kingdom
CUST-013364,0,Consumer,23,1,High,3,0,3,50,31-60 days,8196.4,10114.33,0.0,0,Not Applicable,0.0,Canada
CUST-004327,1,Small Business,42,1,Medium,8,4,3,40,31-60 days,43543.81,41866.36,951.51,44,Poor Customer Service,16746.543999999998,Canada
CUST-013294,0,Consumer,38,4,Medium,7,1,5,234,181-270 days,24680.06,22960.28,791.73,29,Not Applicable,0.0,Australia
CUST-019620,0,Enterprise,53,5,High,11,5,6,61,61-90 days,9830.97,12000.73,363.66,33,Not Applicable,0.0,Pakistan
CUST-041799,0,Small Business,13,2,Medium,12,3,9,42,31-60 days,16805.88,14947.41,324.94,46,Not Applicable,0.0,Germany
CUST-004259,0,Consumer,12,4,Low,6,8,6,269,181-270 days,44215.2,39839.2,1021.52,39,Not Applicable,0.0,Pakistan
CUST-019642,0,Premium,6,4,High,6,1,4,36,31-60 days,52400.52,44228.23,941.03,47,Not Applicable,0.0,Brazil
CUST-027360,1,Enterprise,42,1,High,16,6,9,56,31-60 days,16823.83,15750.19,425.68,37,Better Price Elsewhere,6300.076000000001,United States
CUST-015564,1,Consumer,59,2,Low,18,21,0,271,271-365 days,17121.14,19731.85,469.81,42,Poor Customer Service,7892.74,Germany
CUST-012203,0,Consumer,40,1,Medium,5,3,8,88,61-90 days,33635.89,30972.5,673.32,46,Not Applicable,0.0,Spain
CUST-036784,1,Premium,58,1,Low,14,9,9,40,31-60 days,29671.43,35738.45,1701.83,21,Found Alternative,14295.38,Spain
CUST-010313,1,Consumer,25,4,Low,19,18,5,13,0-30 days,25486.92,29474.17,1091.64,27,No Longer Need Service,11789.668,Pakistan
CUST-026419,1,Consumer,22,2,High,9,10,6,346,271-365 days,6875.68,7166.69,231.18,31,Shipping Issues,2866.676,Netherlands
CUST-029604,0,Small Business,3,5,High,3,2,7,8,0-30 days,17767.64,17964.2,408.28,44,Not Applicable,0.0,Spain
CUST-003084,1,Consumer,6,2,Medium,3,7,8,26,0-30 days,38094.09,44898.9,5612.36,8,Poor Customer Service,17959.56,France
CUST-049186,0,Enterprise,4,4,High,6,2,6,4,0-30 days,37106.23,29497.34,1282.49,23,Not Applicable,0.0,Germany
CUST-034217,0,Consumer,21,2,High,17,4,8,244,181-270 days,18433.06,14994.77,325.97,46,Not Applicable,0.0,Mexico
CUST-011184,0,Small Business,50,1,Medium,4,5,1,30,0-30 days,7848.12,7626.6,762.66,10,Not Applicable,0.0,Canada
CUST-039577,1,Small Business,28,2,Medium,9,6,5,70,61-90 days,24792.53,27597.89,985.64,28,Poor Product Quality,11039.156,United Kingdom
CUST-013138,1,Small Business,53,5,Medium,12,12,4,66,61-90 days,48833.35,48659.17,1280.5,38,Payment Problems,19463.668,United States
CUST-011063,0,Consumer,14,4,High,7,4,1,31,31-60 days,41006.62,41292.87,1086.65,38,Not Applicable,0.0,France
CUST-048449,0,Consumer,13,2,High,6,9,7,314,271-365 days,15325.63,12957.15,281.68,46,Not Applicable,0.0,United States
CUST-030661,0,Premium,55,2,High,15,9,4,358,271-365 days,50600.38,43921.17,5490.15,8,Not Applicable,0.0,Mexico
CUST-004667,1,Consumer,18,2,Medium,15,19,1,81,61-90 days,43155.65,36368.84,1010.25,36,Shipping Issues,14547.536,France
CUST-042319,0,Consumer,40,4,Medium,5,9,2,77,61-90 days,17600.26,19167.44,1197.96,16,Not Applicable,0.0,Pakistan
CUST-033285,0,Consumer,56,3,High,4,4,9,62,61-90 days,17347.73,21188.98,814.96,26,Not Applicable,0.0,Mexico
CUST-009093,1,Enterprise,7,4,Low,3,5,2,55,31-60 days,28299.63,35364.44,930.64,38,Account Issues,14145.776000000002,Saudi Arabia
CUST-011641,0,Enterprise,40,1,Medium,2,5,4,18,0-30 days,54032.43,44698.08,1015.87,44,Not Applicable,0.0,Australia
CUST-044041,1,Consumer,24,5,Medium,18,15,4,65,61-90 days,46917.62,48626.6,4420.6,11,Poor Product Quality,19450.64,Germany
CUST-041885,1,Premium,35,1,Low,3,6,1,66,61-90 days,18379.22,14849.48,989.97,15,Payment Problems,5939.792,United Arab Emirates
CUST-019762,0,Enterprise,43,5,High,9,7,5,7,0-30 days,46793.63,36762.78,896.65,41,Not Applicable,0.0,France
CUST-037354,0,Premium,8,3,High,0,3,2,35,31-60 days,33323.79,40762.92,2547.68,16,Not Applicable,0.0,Japan
CUST-017920,0,Premium,12,4,High,15,1,6,141,91-180 days,47713.55,41837.67,2614.85,16,Not Applicable,0.0,Spain
CUST-038067,1,Consumer,32,5,High,11,5,7,356,271-365 days,36587.09,40066.06,852.47,47,No Longer Need Service,16026.423999999999,Australia
CUST-026931,0,Consumer,24,1,High,2,6,4,27,0-30 days,8240.46,6865.68,1716.42,4,Not Applicable,0.0,France
CUST-006304,0,Premium,43,4,Low,10,1,4,132,91-180 days,9917.6,9882.95,318.8,31,Not Applicable,0.0,Italy
CUST-031659,0,Enterprise,59,1,High,11,15,1,16,0-30 days,45375.78,47059.38,1809.98,26,Not Applicable,0.0,Italy
CUST-043259,0,Premium,5,4,High,7,2,0,72,61-90 days,19458.58,21624.53,3604.09,6,Not Applicable,0.0,United Arab Emirates
CUST-042907,1,Small Business,14,1,Low,5,4,9,79,61-90 days,8931.24,8470.06,651.54,13,Found Alternative,3388.024000000001,Canada
CUST-010373,0,Consumer,33,1,Medium,19,9,7,328,271-365 days,43040.51,47398.14,23699.07,2,Not Applicable,0.0,Japan
CUST-032442,0,Premium,51,5,Medium,7,8,9,40,31-60 days,24364.45,25611.93,826.19,31,Not Applicable,0.0,India
CUST-012671,0,Consumer,15,4,Medium,15,3,0,294,271-365 days,15180.05,15182.1,399.53,38,Not Applicable,0.0,France
CUST-014051,1,Consumer,24,1,Low,5,8,3,62,61-90 days,5969.38,5206.12,1041.22,5,Too Expensive,2082.448,Australia
CUST-023868,0,Premium,7,4,Medium,1,2,9,349,271-365 days,23660.39,20332.81,884.04,23,Not Applicable,0.0,United States
CUST-031294,1,Consumer,2,1,Medium,15,18,4,46,31-60 days,31657.83,27267.29,1363.36,20,Too Expensive,10906.916000000001,United Arab Emirates
CUST-043222,1,Small Business,49,3,Low,14,5,1,57,31-60 days,18408.54,15700.14,461.77,34,Poor Customer Service,6280.056000000001,Saudi Arabia
CUST-047280,1,Consumer,8,1,Low,0,2,0,315,271-365 days,50534.76,40354.04,1754.52,23,No Longer Need Service,16141.616000000002,Spain
CUST-036658,1,Enterprise,41,2,High,7,1,1,72,61-90 days,10151.61,10108.67,459.49,22,Shipping Issues,4043.468,Saudi Arabia
CUST-008957,0,Enterprise,8,3,High,16,2,5,64,61-90 days,1884.56,2130.39,193.67,11,Not Applicable,0.0,Brazil
CUST-048991,1,Small Business,6,2,High,11,3,6,57,31-60 days,30838.51,37667.68,4185.3,9,Too Expensive,15067.072,Australia
CUST-045030,1,Consumer,54,2,Medium,5,6,8,251,181-270 days,44004.96,39278.0,7855.6,5,Payment Problems,15711.2,Spain
CUST-014718,1,Premium,25,5,Low,5,3,7,87,61-90 days,4126.46,3842.27,256.15,15,Low Product Variety,1536.908,Australia
CUST-004403,0,Consumer,44,4,High,11,11,4,37,31-60 days,14286.92,13550.48,2710.1,5,Not Applicable,0.0,Mexico
CUST-032656,0,Small Business,35,2,Medium,15,1,0,46,31-60 days,6178.92,5473.06,781.87,7,Not Applicable,0.0,United States
CUST-029832,1,Consumer,29,1,Low,17,6,0,4,0-30 days,3445.53,3947.87,232.23,17,No Longer Need Service,1579.148,Mexico
CUST-028591,1,Premium,55,4,Low,10,14,1,3,0-30 days,11066.55,11829.68,739.36,16,No Longer Need Service,4731.872,Netherlands
CUST-009093,1,Enterprise,7,4,Low,3,5,2,55,31-60 days,28299.63,35364.44,930.64,38,Better Price Elsewhere,14145.776000000002,Saudi Arabia
CUST-029531,1,Consumer,49,3,Low,15,4,1,286,271-365 days,46919.36,39069.18,813.94,48,Poor Customer Service,15627.672,Germany
CUST-046532,0,Enterprise,11,4,Medium,12,12,4,57,31-60 days,19928.02,24537.58,629.17,39,Not Applicable,0.0,United States
CUST-022072,1,Consumer,26,1,Medium,1,1,6,84,61-90 days,23363.27,23739.17,3956.53,6,Better Price Elsewhere,9495.668,Mexico
CUST-007707,1,Enterprise,33,2,Medium,9,2,8,110,91-180 days,29534.95,29324.74,1086.1,27,Technical Issues,11729.896,Brazil
CUST-006955,0,Premium,20,5,Low,7,4,0,5,0-30 days,2242.3,2725.78,93.99,29,Not Applicable,0.0,Singapore
CUST-021358,0,Small Business,59,5,Medium,0,2,0,76,61-90 days,24219.29,21005.98,1050.3,20,Not Applicable,0.0,Brazil
CUST-045502,0,Premium,52,3,Medium,9,13,9,8,0-30 days,20312.3,15885.52,756.45,21,Not Applicable,0.0,Japan
CUST-019062,0,Premium,5,4,Medium,4,5,8,57,31-60 days,43291.09,41481.3,1185.18,35,Not Applicable,0.0,Singapore
CUST-035864,0,Premium,55,5,Medium,15,2,7,12,0-30 days,9931.96,11694.16,2338.83,5,Not Applicable,0.0,Germany
CUST-011436,0,Consumer,4,5,Medium,7,1,2,8,0-30 days,21980.8,24964.87,693.47,36,Not Applicable,0.0,Spain
CUST-005786,0,Consumer,45,4,Medium,10,12,2,36,31-60 days,2095.98,1986.6,62.08,32,Not Applicable,0.0,Canada
CUST-013241,0,Premium,18,5,High,9,0,6,18,0-30 days,31898.94,38077.32,12692.44,3,Not Applicable,0.0,United Arab Emirates
CUST-033025,1,Consumer,16,5,Low,12,6,6,85,61-90 days,42883.95,40612.93,10153.23,4,Poor Product Quality,16245.172,Canada
CUST-000547,0,Consumer,14,2,High,1,2,6,364,271-365 days,32723.09,25733.02,643.33,40,Not Applicable,0.0,Canada
CUST-001277,0,Consumer,44,3,High,10,1,8,190,181-270 days,13179.64,11078.94,481.69,23,Not Applicable,0.0,United Kingdom
CUST-006311,1,Consumer,3,2,Low,12,12,9,287,271-365 days,38307.44,44671.99,1540.41,29,Found Alternative,17868.796000000002,United States
CUST-022492,0,Consumer,55,3,Medium,7,1,2,85,61-90 days,27225.16,25991.15,838.42,31,Not Applicable,0.0,Australia
CUST-040755,1,Consumer,52,1,Medium,8,7,5,80,61-90 days,27648.35,24802.88,4960.58,5,Better Price Elsewhere,9921.152000000002,United Arab Emirates
CUST-027466,0,Consumer,11,1,High,17,10,8,204,181-270 days,11750.02,13664.67,1051.13,13,Not Applicable,0.0,Mexico
CUST-001560,0,Consumer,2,5,High,9,8,1,56,31-60 days,46002.15,39350.01,1157.35,34,Not Applicable,0.0,United Arab Emirates
CUST-041156,1,Premium,12,1,Low,5,2,0,76,61-90 days,19308.42,15669.08,474.82,33,Poor Customer Service,6267.632000000001,Australia
CUST-043154,1,Consumer,11,2,Low,17,10,2,52,31-60 days,16617.95,14980.38,2140.05,7,Found Alternative,5992.151999999999,Germany
CUST-019448,1,Premium,7,3,Medium,7,0,9,23,0-30 days,45200.18,46610.19,2330.51,20,Too Expensive,18644.076,Mexico
CUST-048740,0,Premium,16,5,High,18,11,4,37,31-60 days,5791.47,4475.35,95.22,47,Not Applicable,0.0,United States
CUST-008098,0,Small Business,24,3,Medium,10,14,2,65,61-90 days,12373.17,13199.82,330.0,40,Not Applicable,0.0,France
CUST-017268,0,Premium,42,1,Medium,1,2,0,358,271-365 days,45724.47,45696.44,932.58,49,Not Applicable,0.0,Canada
CUST-024777,0,Consumer,59,1,High,9,10,5,286,271-365 days,16113.18,16026.6,616.41,26,Not Applicable,0.0,India
CUST-002512,0,Premium,36,5,High,12,4,4,104,91-180 days,17405.24,16004.17,571.58,28,Not Applicable,0.0,Australia
CUST-028048,0,Premium,22,5,High,8,10,8,28,0-30 days,1912.22,1935.08,193.51,10,Not Applicable,0.0,Pakistan
CUST-026958,0,Enterprise,18,5,High,18,6,3,60,31-60 days,6023.94,6970.03,410.0,17,Not Applicable,0.0,Saudi Arabia
CUST-017799,0,Enterprise,8,3,Low,1,4,7,37,31-60 days,2468.02,2872.55,191.5,15,Not Applicable,0.0,United States
CUST-009794,0,Premium,25,2,High,3,0,5,237,181-270 days,61276.92,47612.72,3174.18,15,Not Applicable,0.0,Netherlands
CUST-017681,0,Consumer,38,5,Medium,3,3,4,243,181-270 days,23734.15,23287.07,776.24,30,Not Applicable,0.0,Spain
CUST-045480,1,Consumer,36,1,Low,0,3,2,345,271-365 days,24658.96,26792.14,0.0,0,Shipping Issues,10716.856000000002,United Arab Emirates
CUST-049679,1,Consumer,34,4,Low,11,2,5,40,31-60 days,36616.84,37998.98,1809.48,21,Found Alternative,15199.592000000002,Canada
CUST-049741,1,Consumer,14,1,Medium,5,7,9,70,61-90 days,31257.26,30703.92,667.48,46,Poor Customer Service,12281.568,Germany
CUST-008351,0,Premium,5,3,Medium,18,9,0,182,181-270 days,46604.48,48870.08,1018.13,48,Not Applicable,0.0,Saudi Arabia
CUST-018000,1,Consumer,55,3,Low,11,13,2,1,0-30 days,34300.05,34735.63,1389.43,25,Account Issues,13894.252,Canada
CUST-003020,0,Small Business,52,3,High,7,5,0,299,271-365 days,31967.81,31339.14,2238.51,14,Not Applicable,0.0,United Kingdom
CUST-034193,1,Enterprise,37,4,Low,19,3,1,272,271-365 days,42816.82,41219.55,5152.44,8,Unhappy with Return Policy,16487.820000000003,Germany
CUST-041581,0,Premium,55,2,Medium,5,0,3,14,0-30 days,47038.48,39235.92,3269.66,12,Not Applicable,0.0,France
CUST-020983,0,Premium,36,2,Medium,9,2,1,67,61-90 days,27731.8,22574.31,1327.9,17,Not Applicable,0.0,Japan
CUST-047323,1,Consumer,44,5,High,13,17,0,215,181-270 days,13444.99,15671.05,356.16,44,Poor Product Quality,6268.42,United Kingdom
CUST-010551,1,Premium,42,3,Medium,12,15,2,254,181-270 days,45531.78,46999.32,2937.46,16,Payment Problems,18799.728,Canada
CUST-014318,0,Consumer,44,5,Low,2,5,6,235,181-270 days,33207.11,27093.51,732.26,37,Not Applicable,0.0,Canada
